pm,keyword,score
Narendra Modi,issues 66 steadfastly,0.5179
Narendra Modi,trust judiciary constitution,0.4893
Narendra Modi,deeply history denied,0.9647
Narendra Modi,sentences process,0.472
Narendra Modi,driven solely electoral,0.4647
Narendra Modi,ble conveniently,0.4576
Narendra Modi,threat foods,0.449
Narendra Modi,stabilize situation manipur,0.7054
Narendra Modi,responsibility rise political,0.6681
Narendra Modi,cooperative federalism philosophy,0.6284
Narendra Modi,communication chief ministers,0.5831
Narendra Modi,summit instead hosting,0.538
Narendra Modi,share requests,0.5239
Narendra Modi,ags state,0.5207
Narendra Modi,385,0.5051
Narendra Modi,palika mahanagar,0.483
Narendra Modi,like semiconductors electronic,0.4623
Narendra Modi,farmers pathway,0.4353
Narendra Modi,immensely beneficial,0.434
Narendra Modi,boon small,0.3991
Narendra Modi,millets superfoods,0.3884
Narendra Modi,health initiatives millets,0.6786
Narendra Modi,century efficiency crucial,0.6295
Narendra Modi,addressof narendra modi,1.2609
Narendra Modi,levels governance panchayat,0.6067
Narendra Modi,president guidance imparted,0.5771
Narendra Modi,ble battle corruption,0.543
Narendra Modi,elevate profile,0.5411
Narendra Modi,countrymen matter altogether,0.5237
Narendra Modi,mahanagar,0.5221
Narendra Modi,solution problem,0.4988
Narendra Modi,palika 388 tehsil,0.4678
Narendra Modi,adoption constitution 14th,0.4671
Narendra Modi,path billion youngest,0.4645
Narendra Modi,time surged ahead,0.456
Narendra Modi,hon ble climate,0.4245
Narendra Modi,celebrate 75 constitution,0.7432
Narendra Modi,assembly debates remarked,0.6336
Narendra Modi,second quote radhakrishnan,0.613
Narendra Modi,dawn history baba,0.5642
Narendra Modi,world urging massive,0.548
Narendra Modi,journey holds distinction,0.5454
Narendra Modi,conviction effect hon,0.5312
Narendra Modi,tribal woman holds,0.5125
Narendra Modi,adoption,0.5095
Narendra Modi,6c,0.4861
Narendra Modi,purushottam das,0.4779
Narendra Modi,ble making observation,0.4426
Narendra Modi,participation women democracy,0.7089
Narendra Modi,celebrate centenary independence,0.5472
Narendra Modi,ration card critical,0.5179
Narendra Modi,adhiniyam,0.9514
Narendra Modi,saheb hon,0.5037
Narendra Modi,ambedkar ji foreseen,0.4977
Narendra Modi,guided spirit constitution,0.4954
Narendra Modi,advance initiative did,0.49
Narendra Modi,labour unions leaders,0.4846
Narendra Modi,quote said,0.4546
Narendra Modi,diversity characteristic feature,0.4518
Narendra Modi,397 viksit,0.4404
Narendra Modi,sports creative,0.402
Narendra Modi,ble number,0.7667
Narendra Modi,nehru ji said,0.6851
Narendra Modi,freedom somebody wants,0.6265
Narendra Modi,contribution journey ofindia,0.6237
Narendra Modi,greed sowing seeds,0.6015
Narendra Modi,understand words duty,0.5933
Narendra Modi,strengthen separatist forces,0.5744
Narendra Modi,history future dearth,0.5501
Narendra Modi,celebrate anniversary free,0.4917
Narendra Modi,amrit kaal,0.4874
Narendra Modi,kansbabsbraiv vidyamarth ch,0.4822
Narendra Modi,does mention,0.4744
Narendra Modi,adhir,0.4421
Narendra Modi,colleagues sitting,0.4379
Narendra Modi,ble objection,0.4352
Narendra Modi,66 laxity building,0.4137
Narendra Modi,nation ration card,0.677
Narendra Modi,gst played pivotal,0.6231
Narendra Modi,poverty healthcare access,0.5661
Narendra Modi,infrastructure regions goal,0.5582
Narendra Modi,ayushman person,0.5497
Narendra Modi,democracy discussed,0.5488
Narendra Modi,remote village bihar,0.5131
Narendra Modi,size make,0.5121
Narendra Modi,instances history electricity,0.5084
Narendra Modi,ethos constitution,0.469
Narendra Modi,doctors engineers,0.4612
Narendra Modi,remains indelible,0.4443
Narendra Modi,kashi sangamam,0.4296
Narendra Modi,aspect unity recognition,0.4163
Narendra Modi,services fails,0.3951
Narendra Modi,constitution got opportunity,0.6881
Narendra Modi,gujarat unprecedented fervor,0.5822
Narendra Modi,stripped away press,0.5685
Narendra Modi,injustice remains indelible,0.5545
Narendra Modi,discussed globally betrayal,0.5513
Narendra Modi,26th november 2000,0.5423
Narendra Modi,samvidban gaurav yatra,0.5391
Narendra Modi,pandit nehru,0.5296
Narendra Modi,fawed policies harmful,0.5261
Narendra Modi,50 leadership,0.5249
Narendra Modi,completion 75 commemorated,0.5244
Narendra Modi,palanquin,0.5008
Narendra Modi,66 time history,0.4964
Narendra Modi,cost words,0.4212
Narendra Modi,ble understand importance,0.4174
Narendra Modi,gandhi used amendment,0.7181
Narendra Modi,court invalidated election,0.5529
Narendra Modi,dignity essence constitution,0.5451
Narendra Modi,wings judiciary,0.5057
Narendra Modi,pandit nehru acting,0.5032
Narendra Modi,1971 mrs,0.4947
Narendra Modi,leading interim undoubtedly,0.4736
Narendra Modi,prasad cautioned grave,0.4618
Narendra Modi,stubbornly pursuing version,0.4608
Narendra Modi,acharya kripalani,0.4508
Narendra Modi,75 times decades,0.4461
Narendra Modi,misconduct means,0.4258
Narendra Modi,brutalized subjected police,0.3905
Narendra Modi,ble emergency fundamental,0.3716
Narendra Modi,precedent undermining constitution,0.7614
Narendra Modi,centre power,0.6212
Narendra Modi,singh jiis quoted,0.5539
Narendra Modi,ambedkar significant pathways,0.5163
Narendra Modi,kashmir deteriorated,0.5024
Narendra Modi,tore cabinet,0.4977
Narendra Modi,gave pmo,0.4938
Narendra Modi,majority refrained doing,0.4916
Narendra Modi,generation leadership equally,0.4903
Narendra Modi,35a presenting despite,0.4861
Narendra Modi,advisory council office,0.4621
Narendra Modi,sundarlal,0.4432
Narendra Modi,ble time history,0.4119
Narendra Modi,mhow birthplace,0.8906000000000001
Narendra Modi,saheb memorial alipur,0.3874
Narendra Modi,ambedkar visionary,0.6944
Narendra Modi,centenary madhya pradesh,0.6016
Narendra Modi,patwa undertook rebuilding,0.5582
Narendra Modi,reservations historical records,0.5394
Narendra Modi,mandal commission,0.5384
Narendra Modi,celebrated 125,0.5371
Narendra Modi,obc community,0.5321
Narendra Modi,inclusion mainstream firmly,0.4869
Narendra Modi,saheb 410,0.4769
Narendra Modi,hunger power unaware,0.9431
Narendra Modi,ministers vehemently opposed,0.4556
Narendra Modi,understand constitution,0.4287
Narendra Modi,bank introduced game,0.3605
Narendra Modi,ble pressing issue,0.3568
Narendra Modi,constitution led sardar,0.7257
Narendra Modi,uniform civil code,0.6101
Narendra Modi,sanctity,0.5398
Narendra Modi,1996 bharatiya,0.5366
Narendra Modi,actually said talking,0.5072
Narendra Modi,grounds debates era,0.4934
Narendra Modi,patel sidelined,0.4871
Narendra Modi,1998 national democratic,0.4699
Narendra Modi,games instill fear,0.4529
Narendra Modi,votes scandal stacks,0.4479
Narendra Modi,sitaram,0.4453
Narendra Modi,single largest,0.4434
Narendra Modi,414 locked bathroom,0.4408
Narendra Modi,ble searching,0.3687
Narendra Modi,amendments greed,0.7019
Narendra Modi,atal ji trust,0.5983
Narendra Modi,democracy strengthened launched,0.5548
Narendra Modi,held horse trading,0.5433
Narendra Modi,417 honour babasaheb,0.5384
Narendra Modi,partition senior leaders,0.5089
Narendra Modi,judiciary seal approval,0.5077
Narendra Modi,ethos history,0.4699
Narendra Modi,did empower women,0.4638
Narendra Modi,c6,0.4626
Narendra Modi,indians pursuit power,0.4591
Narendra Modi,jammu kashmir barrier,0.4519
Narendra Modi,ble 2014 nda,0.4263
Narendra Modi,led issue stalled,0.3825
Narendra Modi,promise citizenship amendment,0.7051
Narendra Modi,despite dignity ordinary,0.5864
Narendra Modi,jumla lasted generations,0.5856
Narendra Modi,toilets dream poor,0.5322
Narendra Modi,welfare state means,0.5241
Narendra Modi,caa,0.5134
Narendra Modi,did time campaign,0.5115
Narendra Modi,fine surgery successful,1.0022
Narendra Modi,chulhas said cooking,0.4682
Narendra Modi,drinking water 419,0.456
Narendra Modi,felt pain reason,0.4323
Narendra Modi,colleagues talking,0.407
Narendra Modi,night know biggest,0.4004
Narendra Modi,asked ration poor,0.7191
Narendra Modi,introduced pm svanidhi,0.5485
Narendra Modi,doors bank guarantee,0.5483
Narendra Modi,independence thought,0.5213
Narendra Modi,banks nationalized 2014,0.5123
Narendra Modi,sign language crucial,0.5074
Narendra Modi,vishwakarma significant society,0.5043
Narendra Modi,15 paise,0.497
Narendra Modi,train compartments created,0.4563
Narendra Modi,transgender community rejected,0.4268
Narendra Modi,led change example,0.4139
Narendra Modi,ble hardly does,0.4116
Narendra Modi,yojana allowed street,0.7138
Narendra Modi,chief gujarat remember,0.6218
Narendra Modi,devoid adivasi society,0.6095
Narendra Modi,transgender community,0.5547
Narendra Modi,officer wanted changed,0.5194
Narendra Modi,bheel purush,0.5172
Narendra Modi,talking politics,0.5152
Narendra Modi,worked backward sections,0.5086
Narendra Modi,small farmers rely,0.482
Narendra Modi,region schools science,0.4731
Narendra Modi,40 parameters aspirational,0.4713
Narendra Modi,umargam amba,0.4398
Narendra Modi,machhuara,0.4332
Narendra Modi,hardly does,0.4202
Narendra Modi,building nation golden,0.7092
Narendra Modi,opinion political situation,0.6232
Narendra Modi,independence sitting definitely,0.5955
Narendra Modi,things concerning netaji,0.5942
Narendra Modi,consequently happened 75,0.5582
Narendra Modi,acknowledged manoj jha,0.5578
Narendra Modi,time laxity,0.5555
Narendra Modi,azadi ka amrit,0.9663999999999999
Narendra Modi,tried best said,0.5388
Narendra Modi,women youth,0.5075
Narendra Modi,dalits poor exploited,0.4931
Narendra Modi,room 37 illness,0.4852
Narendra Modi,fauzia khan,0.4574
Narendra Modi,yojana proving significant,0.7155
Narendra Modi,vikas merely slogan,0.6166
Narendra Modi,ble talk sabka,0.6054
Narendra Modi,seats atal ji,0.5918
Narendra Modi,swamitva,0.5818
Narendra Modi,capable leadership ought,0.5743
Narendra Modi,world stage hon,0.5722
Narendra Modi,cared north east,0.5528
Narendra Modi,railways roads,0.5469
Narendra Modi,schemes discrimination constitution,0.5298
Narendra Modi,revolves solely 428,0.526
Narendra Modi,fresh air renewed,1.0117
Narendra Modi,difficulties securing,0.5011
Narendra Modi,know political parties,0.4615
Narendra Modi,commemorate 75 constitution,0.7541
Narendra Modi,sabka vikas resolution,0.648
Narendra Modi,fulfilling duties unfortunately,0.6087
Narendra Modi,said mahatma,0.5715
Narendra Modi,mock fundamental principle,0.5643
Narendra Modi,dream viksit dream,0.5624
Narendra Modi,reliantindia,0.56
Narendra Modi,tolerance corruption social,0.5225
Narendra Modi,sreshth reign,0.4937
Narendra Modi,punjab 13,0.4842
Narendra Modi,women led tenth,0.4334
Narendra Modi,shakti nari,0.4128
Narendra Modi,democracy required appreciation,0.6791
Narendra Modi,president shows spoken,0.6608
Narendra Modi,day experienced hon,0.612
Narendra Modi,poverty rising,0.5691
Narendra Modi,panchayats single,0.562
Narendra Modi,25 viksit way,0.5381
Narendra Modi,eradication decades,0.5204
Narendra Modi,fourteenth,0.5113
Narendra Modi,false slogans,0.4976
Narendra Modi,od 438,0.4735
Narendra Modi,roof plastic sheets,0.4548
Narendra Modi,man dreams middle,0.452
Narendra Modi,ble work poor,0.4014
Narendra Modi,sisters daughters,0.7989999999999999
Narendra Modi,jacuzzis stylish showers,0.3638
Narendra Modi,rupee sent paise,0.7164
Narendra Modi,beneficiaries fake identities,0.6344
Narendra Modi,schemes examined nearly,0.5892
Narendra Modi,political gain loss,0.5704
Narendra Modi,president described foundation,0.5617
Narendra Modi,panchayats single power,0.5551
Narendra Modi,300 recent mahatma,0.5444
Narendra Modi,infrastructure budget,0.5389
Narendra Modi,40 bank,0.5048
Narendra Modi,ble talking,0.4703
Narendra Modi,similarly deep frustration,0.466
Narendra Modi,certainly saved going,0.4553
Narendra Modi,removed fictious names,0.451
Narendra Modi,palace glass,0.4321
Narendra Modi,dbt tenure,0.4204
Narendra Modi,infrastructure budget rs,0.7477
Narendra Modi,mahal used pq,0.623
Narendra Modi,immense benefits ordinary,0.6074
Narendra Modi,glass sheesh,0.5772
Narendra Modi,farmers saved nearly,0.5603
Narendra Modi,laxman cartoon interesting,0.5572
Narendra Modi,household toilet sanitation,0.5429
Narendra Modi,ble president described,0.5328
Narendra Modi,families aged 60,0.5203
Narendra Modi,bijali,0.4946
Narendra Modi,counting numerous schemes,0.4849
Narendra Modi,know medicines,0.4823
Narendra Modi,likewise jan ausbadbi,0.4717
Narendra Modi,borne pocket,0.4519
Narendra Modi,availability led bulbs,0.3958
Narendra Modi,income tax increased,0.6596
Narendra Modi,savings middle,0.5462
Narendra Modi,space sector,0.5049
Narendra Modi,discussions ai 3d,0.4932
Narendra Modi,ble president delivers,0.4906
Narendra Modi,century written time,0.4892
Narendra Modi,grand victory haryana,0.487
Narendra Modi,laxman,0.4831
Narendra Modi,cartoon showed airplane,0.4739
Narendra Modi,wish present examples,0.4702
Narendra Modi,deceive elections parties,0.4611
Narendra Modi,444 opened,0.4604
Narendra Modi,youth nation,0.4568
Narendra Modi,realities remained engrossed,0.4167
Narendra Modi,tinkering labs schools,0.3201
Narendra Modi,constitution uphold spirit,0.7524
Narendra Modi,gujarat completed 50,0.6386
Narendra Modi,sitting wehaveestablished primeminister,0.6298
Narendra Modi,jan sangh,1.1926
Narendra Modi,election commission earlier,0.5856
Narendra Modi,urban naxals challenging,1.1265
Narendra Modi,446,0.5193
Narendra Modi,office governors,0.5182
Narendra Modi,sardar vallabhbhai,0.9729000000000001
Narendra Modi,time addresses,0.4588
Narendra Modi,aware formed 2014,0.447
Narendra Modi,ble power,0.4288
Narendra Modi,collapses,0.4265
Narendra Modi,built museums funded,0.4186
Narendra Modi,tallest statue statue,0.9322999999999999
Narendra Modi,national unity,0.7134
Narendra Modi,gandhi reminded,0.6562
Narendra Modi,constitution jammu kashmir,0.6438
Narendra Modi,ladakh deprived rights,0.6336
Narendra Modi,patel,0.5702
Narendra Modi,talking caste fashion,0.5682
Narendra Modi,muslim daughters nda,0.5467
Narendra Modi,does permit practice,0.466
Narendra Modi,ble unfortunate,0.4445
Narendra Modi,sts obcs sector,0.4384
Narendra Modi,number mbbs seats,0.7483
Narendra Modi,obcs sector,0.6349
Narendra Modi,youth dalit community,0.5879
Narendra Modi,students meant,0.5775
Narendra Modi,good healthcare,0.5661
Narendra Modi,ayusbman bbarat yojana,1.1636
Narendra Modi,nearly 32 000,0.5484
Narendra Modi,question deliberate crossroad,0.5351
Narendra Modi,cardholders short,0.5086
Narendra Modi,family time period,0.5058
Narendra Modi,saturation truly means,0.5013
Narendra Modi,ble 2014 800,0.4859
Narendra Modi,week university established,0.4814
Narendra Modi,poor cancer,0.7197
Narendra Modi,kennedy discusses important,0.628
Narendra Modi,patients lancet credited,0.588
Narendra Modi,nehru led foreign,0.5777
Narendra Modi,hospitals remained shut,0.5697
Narendra Modi,policy scholar book,0.5271
Narendra Modi,day care centres,0.488
Narendra Modi,challenges strongly recommend,0.4783
Narendra Modi,sector rural economy,0.4735
Narendra Modi,field 25,0.4566
Narendra Modi,didi yojand,0.3789
Narendra Modi,women operating drones,0.3657
Narendra Modi,abbiyan formation,0.3582
Narendra Modi,regarding vaccination hon,0.6973
Narendra Modi,crisis ensures,0.5586
Narendra Modi,corona era,0.5553
Narendra Modi,130 countrymen tried,0.5534
Narendra Modi,discussed,0.5441
Narendra Modi,workers scientists appreciating,0.5171
Narendra Modi,world start ups,0.5166
Narendra Modi,youngsters 99,0.4853
Narendra Modi,leadership role leadership,0.9922
Narendra Modi,farmers villages free,0.452
Narendra Modi,lakhpatis,0.4381
Narendra Modi,kashmir north east,0.4378
Narendra Modi,able cook single,0.4218
Narendra Modi,ble explained,0.4175
Narendra Modi,record purchases msp,0.399
Narendra Modi,empowering rural economy,0.7133
Narendra Modi,caused covid fertilizer,0.6035
Narendra Modi,rs 12 incurred,0.5704
Narendra Modi,ambedkar advocated,0.5665
Narendra Modi,parvati kalisindh chambal,0.5322
Narendra Modi,100 major,0.5145
Narendra Modi,procurement times higher,0.5032
Narendra Modi,viksit building,0.493
Narendra Modi,registered names women,0.4912
Narendra Modi,fend tenure,0.4885
Narendra Modi,fasal beema,0.4794
Narendra Modi,day heartening tea,0.4525
Narendra Modi,rivers gujarat,0.4264
Narendra Modi,ken betwa,0.4159
Narendra Modi,msmes giving employment,0.7517
Narendra Modi,economy keeps expanding,0.617
Narendra Modi,ayushman yojana,0.5955
Narendra Modi,service metro network,0.5767
Narendra Modi,leap budget efforts,0.574
Narendra Modi,covid crisis special,0.5652
Narendra Modi,toy industry textile,0.5544
Narendra Modi,business reduced unnecessary,0.5285
Narendra Modi,crossed 1ooo km,0.5109
Narendra Modi,card assist age,0.4679
Narendra Modi,2006 updated upgrades,0.4637
Narendra Modi,political ideologies programmes,0.4616
Narendra Modi,imports fallen sharply,0.4288
Narendra Modi,statement mahakumbh,0.7496
Narendra Modi,2025 worked dedication,0.686
Narendra Modi,viksit bbarat dream,0.6704
Narendra Modi,prayagraj uttarpradesh,0.6008
Narendra Modi,140 indians developed,0.5789
Narendra Modi,building modern,0.5564
Narendra Modi,nation political ideologies,0.5476
Narendra Modi,sabka,1.0272000000000001
Narendra Modi,bhagat singh,0.4958
Narendra Modi,dandi march events,0.4847
Narendra Modi,paryas red fort,0.4824
Narendra Modi,ble appeal parties,0.4774
Narendra Modi,dilli chalo,0.4327
Narendra Modi,mauritius atmosphere,0.4151
