pm,keyword,score
Narendra Modi,narasimham thota ji,0.4216
Narendra Modi,anandrao adsul ji,0.4148
Narendra Modi,narrated karnataka chief,0.7098
Narendra Modi,states created uttarakhand,0.6109
Narendra Modi,forget liberated countries,0.5632
Narendra Modi,examples seen creation,0.5314
Narendra Modi,i11,0.5047
Narendra Modi,bihar vision division,0.4993
Narendra Modi,telangana time,0.4835
Narendra Modi,qpu qsioluns,0.4641
Narendra Modi,favour hope benefit,0.4433
Narendra Modi,kharge ji place,0.4422
Narendra Modi,sowed seeds poison,0.4386
Narendra Modi,ho vaguely meaning,0.4286
Narendra Modi,bosla nabi,0.4264
Narendra Modi,television came entirely,0.4205
Narendra Modi,yad uiyot,0.3863
Narendra Modi,democracy oh kharge,0.6924
Narendra Modi,manmohan singh said,0.6448
Narendra Modi,saheb really embarrassing,0.5894
Narendra Modi,karnataka seat karnataka,0.5827
Narendra Modi,benefit 234,0.5534
Narendra Modi,punjab did tamil,1.1205
Narendra Modi,buddhist sangha used,0.5442
Narendra Modi,rao leave films,0.5148
Narendra Modi,lichchavi empire,0.4943
Narendra Modi,family ignoring,0.4855
Narendra Modi,basaveshwara ji,0.4709
Narendra Modi,mandapam,0.4516
Narendra Modi,uai poq,0.4421
Narendra Modi,anubbava,0.4385
Narendra Modi,hyderabad airport,0.9334
Narendra Modi,anjaiah talk democracy,0.7976
Narendra Modi,manmohan singh cabinet,0.6048
Narendra Modi,criticism tbe,0.5767
Narendra Modi,bearers tore,0.5044
Narendra Modi,pakistan sardar vallabbbbai,0.5014
Narendra Modi,actor rama rao,0.4929
Narendra Modi,stabbed candidate defeated,0.4807
Narendra Modi,patel kind,0.48
Narendra Modi,isn true files,0.4686
Narendra Modi,238,0.9743999999999999
Narendra Modi,thousand kilometres roads,0.4561
Narendra Modi,month december,0.4296
Narendra Modi,railways karnataka mentioned,0.7004
Narendra Modi,vajpayee leader demanded,0.6642
Narendra Modi,panchayats short span,0.6448
Narendra Modi,fibre network say,0.6237
Narendra Modi,power prioritized north,0.5847
Narendra Modi,assam didn,0.5762
Narendra Modi,barmer thought laying,0.5366
Narendra Modi,study 2014 came,0.5266
Narendra Modi,negative growth,0.5259
Narendra Modi,104 satellites,0.5067
Narendra Modi,constituency atal ji,0.5052
Narendra Modi,inauguration ceremony,0.5045
Narendra Modi,shahari awas,0.4607
Narendra Modi,pipeline longest,0.4492
Narendra Modi,dhola sadiya bridge,0.4433
Narendra Modi,modi said,0.7208
Narendra Modi,nda deny fact,0.5784
Narendra Modi,gujarat period,0.5735
Narendra Modi,celebrating golden jubilee,0.5681
Narendra Modi,incentives getting informal,0.5597
Narendra Modi,104 satellites space,0.5381
Narendra Modi,ups child educated,0.5332
Narendra Modi,started toilets built,0.5331
Narendra Modi,governors governor similar,0.5143
Narendra Modi,extensively archived,0.4997
Narendra Modi,sea fastest train,0.4641
Narendra Modi,odisha kerala,0.4548
Narendra Modi,tell time changed,0.4527
Narendra Modi,fertilizer plants shut,0.4474
Narendra Modi,engineers lawyers,0.4437
Narendra Modi,mudra yojana loans,0.7243
Narendra Modi,seekers businessmen deprived,0.6265
Narendra Modi,aspirations zealous middle,0.6231
Narendra Modi,work culture make,0.5974
Narendra Modi,want open start,0.5932
Narendra Modi,ias officers children,0.577
Narendra Modi,pradhan mantri,0.5646
Narendra Modi,man saying wait,0.5439
Narendra Modi,bave approved,0.5049
Narendra Modi,century meant bullock,0.4893
Narendra Modi,atal ji,1.0191
Narendra Modi,entrepreneursbip training,0.4677
Narendra Modi,railways help drones,0.4434
Narendra Modi,disappoint,0.3807
Narendra Modi,reminder parliamentarians civilisation,0.6763
Narendra Modi,samabhaav period 2022,0.6533
Narendra Modi,general election leading,0.5832
Narendra Modi,sengol,0.5804
Narendra Modi,modi echoed sentiments,0.5685
Narendra Modi,old building renamed,0.5522
Narendra Modi,bhawan just structure,0.5286
Narendra Modi,dawn amrit kaal,1.5333
Narendra Modi,seat 1927,0.4709
Narendra Modi,vandan adhiniyam,0.9466
Narendra Modi,sarvapanth,0.4488
Narendra Modi,confidence interpretation architecture,0.419
Narendra Modi,numerous paintings adorning,0.4189
Narendra Modi,failed secure 15,0.7021999999999999
Narendra Modi,128th constitution amendment,0.6915
Narendra Modi,enacted chambers houses,0.6226
Narendra Modi,diversity modi,0.6163
Narendra Modi,ambedkar reminded mps,0.6057
Narendra Modi,democracy comes,0.5591
Narendra Modi,106th,0.5036
Narendra Modi,sindoor valour strength,0.4885
Narendra Modi,thought action purpose,0.4644
Narendra Modi,pakistan nuclear,0.4559
Narendra Modi,clearly speeches unshakeable,0.4533
Narendra Modi,purushottam,0.4391
Narendra Modi,nari shakti vandan,1.5312999999999999
Narendra Modi,women excel walks,0.4143
Narendra Modi,ss snn congregation,0.3939
Narendra Modi,coronavirus happened entrepreneurs,0.6953
Narendra Modi,history saying,0.6123
Narendra Modi,misleading youth listening,0.5876
Narendra Modi,birla governments run,0.5612
Narendra Modi,commissions corruption,0.5351
Narendra Modi,si multinational,0.5245
Narendra Modi,iissod aq make,0.509
Narendra Modi,decision equipment obsolete,0.5063
Narendra Modi,coffers,0.4996
Narendra Modi,80s allies enjoying,0.4986
Narendra Modi,punching bag changed,0.4802
Narendra Modi,dua,0.4741
Narendra Modi,nehru ji shrimati,0.4694
Narendra Modi,pursuing dream major,0.4383
Narendra Modi,reliant defence sector,0.4252
Narendra Modi,nation progress view,0.6536
Narendra Modi,districts considered backward,0.5886
Narendra Modi,rajasthan president france,0.5805
Narendra Modi,cooperation structure programmes,0.5778
Narendra Modi,himalayas start saying,0.5553
Narendra Modi,state day states,0.5281
Narendra Modi,jharkhand goes olympics,0.5221
Narendra Modi,26 knows 25th,0.5065
Narendra Modi,guwahati invariably indispensable,0.4982
Narendra Modi,silos way language,0.4493
Narendra Modi,ble want ask,0.4466
Narendra Modi,vaccines given vaccines,0.4334
Narendra Modi,accounting 80,0.4169
Narendra Modi,kes thorn,0.4021
Narendra Modi,og eye pain,0.3644
Narendra Modi,vaccines right think,0.6614
Narendra Modi,future guarantee modi,0.6262
Narendra Modi,develop national,0.6207
Narendra Modi,want ask himalayas,0.5852
Narendra Modi,middle class does,0.5491
Narendra Modi,nidhi provided farmers,0.5409
Narendra Modi,facility treatment poor,0.534
Narendra Modi,speaking manner taxes,0.5203
Narendra Modi,narratives divide ahead,0.4892
Narendra Modi,ayushman,0.4858
Narendra Modi,covid,1.7814
Narendra Modi,283,0.4637
Narendra Modi,rivers fow,0.4535
Narendra Modi,oxygen industries eastern,0.4414
Narendra Modi,radod ano,0.441
Narendra Modi,modi guarantee,0.7712
Narendra Modi,water pipelines,0.5775
Narendra Modi,treatment cheaper accessible,0.5757
Narendra Modi,hydrogen campaign green,0.5506
Narendra Modi,start ups vision,0.5405
Narendra Modi,poor family grows,0.5193
Narendra Modi,number medical colleges,0.5076
Narendra Modi,bills zero millions,0.4977
Narendra Modi,home selling,0.478
Narendra Modi,seven decades,0.9417
Narendra Modi,bullet trains expansion,0.4634
Narendra Modi,global electronics market,0.4595
Narendra Modi,286 unicorns,0.4577
Narendra Modi,abroad education,0.3799
Narendra Modi,electronics market atmanirbhar,0.681
Narendra Modi,campaign green hydrogen,0.626
Narendra Modi,reliant sector,0.603
Narendra Modi,earth suffering lot,0.5711
Narendra Modi,superfood hon,0.5574
Narendra Modi,farmers firmly believe,0.5539
Narendra Modi,talked,0.5514
Narendra Modi,ble drones going,0.546
Narendra Modi,oil direction self,0.527
Narendra Modi,tourism going fourish,0.5207
Narendra Modi,milk production low,0.5066
Narendra Modi,biggest benefit openness,0.4975
Narendra Modi,fintech absurd thought,0.4834
Narendra Modi,shree anna day,0.4673
Narendra Modi,states states largest,0.3984
Narendra Modi,digital economy going,0.6748
Narendra Modi,employment countries world,0.6336
Narendra Modi,attention turned towardsindia,0.6156
Narendra Modi,modi forthe retiring,0.5596
Narendra Modi,constitution believe nation,0.5405
Narendra Modi,biggest benefit,0.5269
Narendra Modi,work ethic viksit,0.524
Narendra Modi,tourism states states,0.502
Narendra Modi,time reach,0.5014
Narendra Modi,membersof rajyasabha mi,0.4796
Narendra Modi,scientists lead astonish,0.418
Narendra Modi,didis writing saga,0.4011
Narendra Modi,scanqrcodetoplay ble type,0.3551
Narendra Modi,warranty expired,0.3065
Narendra Modi,hon ble manmohan,0.7361
Narendra Modi,mps retiring,0.6975
Narendra Modi,illustrious journey constitution,0.5863
Narendra Modi,lasting impact useful,0.5701
Narendra Modi,296 mourn,0.5246
Narendra Modi,ideological differences debates,0.52
Narendra Modi,despite wheelchair bound,0.5197
Narendra Modi,ji undoubtedly,0.501
Narendra Modi,period covid pandemic,0.4731
Narendra Modi,ssd se asn,0.4715
Narendra Modi,progress 295 institution,0.4528
Narendra Modi,fashion parades occasionally,0.4285
Narendra Modi,draw lessons,0.4233
Narendra Modi,pains come cast,0.3885
Narendra Modi,black tilak mark,0.7463
Narendra Modi,tenure kharge ji,0.6229
Narendra Modi,covid absence deeply,0.599
Narendra Modi,seventeenthloksabha,0.5865
Narendra Modi,inspiration ethos mind,0.548
Narendra Modi,safeguard progress protective,0.5458
Narendra Modi,debates discussions launching,0.5247
Narendra Modi,parades occasionally,0.5205
Narendra Modi,river remains pure,0.5127
Narendra Modi,sumitra mahajan ji,0.4976
Narendra Modi,297 colleagues retire,0.4969
Narendra Modi,led great,0.4509
Narendra Modi,gunagvesbu,0.4465
Narendra Modi,qrcode play ble,2.0018000000000002
Narendra Modi,merges sea useless,0.4236
Narendra Modi,gratitude sumitra mahajan,0.7283
Narendra Modi,message citizens,0.5922
Narendra Modi,mps opposed,0.583
Narendra Modi,mplad funds,0.5558
Narendra Modi,task leadership ceremonial,0.5445
Narendra Modi,impartiality true sense,0.533
Narendra Modi,p20 summit held,0.5231
Narendra Modi,speakers world earning,0.5145
Narendra Modi,food canteen compared,0.5079
Narendra Modi,302,0.505
Narendra Modi,race endured biggest,0.5014
Narendra Modi,tenure smile faded,0.493
Narendra Modi,light hearted,0.48
Narendra Modi,sengol building,0.8704000000000001
Narendra Modi,guided led great,0.4158
Narendra Modi,holding various g20,0.7118
Narendra Modi,17thloksabha,0.6309
Narendra Modi,congratulations hon ble,0.6251
Narendra Modi,democratic spirit remained,0.5838
Narendra Modi,foundation indiain,0.5532
Narendra Modi,mps overlooked 75th,0.5453
Narendra Modi,personalities birth anniversaries,0.5276
Narendra Modi,foral 303,0.5267
Narendra Modi,initiated campaign essay,0.5173
Narendra Modi,tenure significant reforms,0.5164
Narendra Modi,heritage traditions general,0.513
Narendra Modi,sadan,0.4807
Narendra Modi,way paperless digitization,0.472
Narendra Modi,bills record benchmarks,0.46
Narendra Modi,17th houses passed,0.6968
Narendra Modi,justice true democracy,0.589
Narendra Modi,gandhiji mahatma gandhi,0.5746
Narendra Modi,jammu kashmir 66,0.5679
Narendra Modi,women empowerment discussions,0.5615
Narendra Modi,land maa bharti,0.5358
Narendra Modi,enduring hardships say,0.5352
Narendra Modi,values nari shakti,0.5057
Narendra Modi,25 enthusiastic leadership,0.5014
Narendra Modi,ble terrorism,0.4827
Narendra Modi,bullets heart day,0.4701
Narendra Modi,penal code 75,0.4616
Narendra Modi,result large number,0.459
Narendra Modi,muslim sisters waiting,0.4346
Narendra Modi,defence deals infuential,0.7112
Narendra Modi,modi angry,0.6106
Narendra Modi,rupee price wheator,0.58
Narendra Modi,66 self,0.5742
Narendra Modi,rice statement leader,0.5645
Narendra Modi,attitude inflation cause,0.5506
Narendra Modi,like tell pandit,0.5325
Narendra Modi,red fort nehru,0.5166
Narendra Modi,apart catering,0.5077
Narendra Modi,especially poor,0.4979
Narendra Modi,chidambaram ji,0.4746
Narendra Modi,ble power state,0.4595
Narendra Modi,bottle water,0.4326
Narendra Modi,worst pandemic 100,0.4253
Narendra Modi,problem paying,0.3983
Narendra Modi,nation 25 dream,0.6747
Narendra Modi,youth hub research,0.5613
Narendra Modi,exits lives democracy,0.5483
Narendra Modi,public matter great,0.5407
Narendra Modi,expansion life significant,0.5317
Narendra Modi,viksit,1.5577
Narendra Modi,cyber power considering,0.5011
Narendra Modi,space reform completed,0.4896
Narendra Modi,railway passengers subject,0.4889
Narendra Modi,right,0.4871
Narendra Modi,compliances needlessly entangled,0.4767
Narendra Modi,evolution history,0.4598
Narendra Modi,gold oil understand,0.4491
Narendra Modi,309 major,0.4474
Narendra Modi,ble basic needs,0.4072
Narendra Modi,needlessly entangled public,0.7144
Narendra Modi,maximum governance truly,0.6464
Narendra Modi,importance free vaccination,0.5756
Narendra Modi,180 provisions decriminalized,0.5489
Narendra Modi,jan vishwas,0.9976
Narendra Modi,life continue,0.5065
Narendra Modi,vivekananda appreciate meaning,1.0906
Narendra Modi,reasons example factory,0.4818
Narendra Modi,said red fort,0.4694
Narendra Modi,ble 17th expressed,0.464
Narendra Modi,padma awards transgender,0.4546
Narendra Modi,countries world,0.444
Narendra Modi,maternity leave pregnancy,0.427
Narendra Modi,timarsbab,0.4232
Narendra Modi,small businesses funds,0.4044
Narendra Modi,loss remain hon,0.7271
Narendra Modi,democracy endless purpose,0.6748
Narendra Modi,speakerofloksabha 26th,0.6443
Narendra Modi,17th journey,0.6373
Narendra Modi,narendra modi,0.6078
Narendra Modi,66 resolution passed,0.5777
Narendra Modi,heartfelt congratulations entire,0.5484
Narendra Modi,ram temple,1.0645
Narendra Modi,18th balram jakhar,0.5136
Narendra Modi,self confidence belief,0.5056
Narendra Modi,grace chair,0.4983
Narendra Modi,amusing brought inner,0.463
Narendra Modi,hon ble mps,0.718
Narendra Modi,18th balram,0.5986
Narendra Modi,future amrit kaal,0.5822
Narendra Modi,jammu kashmir reorganization,0.547
Narendra Modi,17th golden period,0.5386
Narendra Modi,jakhar ji,0.538
Narendra Modi,vishwas passed 320,0.5368
Narendra Modi,initiative instilled confidence,0.5219
Narendra Modi,summit played major,0.5017
Narendra Modi,story 20,0.4996
Narendra Modi,nagrik suraksha,0.4825
Narendra Modi,sakshy bhartiya,0.4788
Narendra Modi,shakti vandan,0.9158
Narendra Modi,services village,0.4494
Narendra Modi,clothes blankets umbrellas,0.4251
Narendra Modi,hon ble g20,0.7281
Narendra Modi,democracy,0.6277
Narendra Modi,mps honoured,0.6152
Narendra Modi,17th reached highest,0.6093
Narendra Modi,inloksabha,0.5966
Narendra Modi,president guided nation,0.5883
Narendra Modi,corona personally called,0.5812
Narendra Modi,cent productivity,0.5698
Narendra Modi,largest electoral exercise,0.5553
Narendra Modi,proceedings accountability,0.5502
Narendra Modi,chapter success story,0.5477
Narendra Modi,conduct strengthens faith,0.5091
Narendra Modi,yesterday like especially,0.4631
Narendra Modi,news,1.3895
Narendra Modi,structure just walls,0.4332
Narendra Modi,striving welfare mantra,0.6666
Narendra Modi,model appeasement long,0.6041
Narendra Modi,election went,0.6009
Narendra Modi,time 2014 said,0.598
Narendra Modi,zero tolerance corruption,0.5962
Narendra Modi,devastated followed principle,0.583
Narendra Modi,serve 140 countrymen,0.5755
Narendra Modi,measured scale indiafirst,0.5574
Narendra Modi,nation 66 public,0.5311
Narendra Modi,pain despite spreading,0.5028
Narendra Modi,jan seva,0.5005
Narendra Modi,term hon,0.4788
Narendra Modi,sabka saatb,1.4417
Narendra Modi,ble reputation,0.4612
Narendra Modi,328,0.4251
Narendra Modi,fulfilling dream viksit,0.7492
Narendra Modi,means millions citizens,0.6278
Narendra Modi,man developed,0.6004
Narendra Modi,bbarat means,0.5802
Narendra Modi,dignity rural,0.5751
Narendra Modi,world fragile economies,0.5254
Narendra Modi,ration uncertain,0.5252
Narendra Modi,ble time eminent,0.5189
Narendra Modi,15 paise rupee,0.4906
Narendra Modi,despair greatest,0.4858
Narendra Modi,recall days 2014,0.4657
Narendra Modi,scams worth,0.447
Narendra Modi,era corruption plunged,0.4386
Narendra Modi,sisters disheartened blamed,0.3822
Narendra Modi,kashmir article,0.6622
Narendra Modi,ingrained minds couldn,0.5793
Narendra Modi,strike 2014 innocent,0.5623
Narendra Modi,massive bank frauds,0.5422
Narendra Modi,waved copies constitution,0.5422
Narendra Modi,governments remained silent,0.5404
Narendra Modi,began disappear gradually,0.5383
Narendra Modi,time eminent persons,0.5356
Narendra Modi,speak,0.5346
Narendra Modi,knows ensure itssecurity,0.5066
Narendra Modi,140 citizens driving,0.4855
Narendra Modi,ble 2014 time,0.4678
Narendra Modi,foundation viksit bbarat,0.464
Narendra Modi,success sector level,0.4619
Narendra Modi,air 332,0.3803
Narendra Modi,economy 10th ranktothe5thrank,0.7087
Narendra Modi,pradesh nda achieved,0.6334
Narendra Modi,talking maharashtra haryana,0.5787
Narendra Modi,intelligence youth result,0.5636
Narendra Modi,exporter mobile phones,0.5031
Narendra Modi,lakhpati didis,0.9271
Narendra Modi,335 term means,0.4662
Narendra Modi,jagannathji odisha,0.4622
Narendra Modi,sisters working,0.442
Narendra Modi,kerala time,0.4383
Narendra Modi,ant died look,0.4208
Narendra Modi,arguments run,0.413
Narendra Modi,screaming time history,0.4106
Narendra Modi,child goes bicycle,0.7178
Narendra Modi,mausi moral victory,0.68
Narendra Modi,vote share fallen,0.6061
Narendra Modi,world record failure,0.6051
Narendra Modi,teacher came asked,0.5504
Narendra Modi,movie sholay given,0.5365
Narendra Modi,10 elections 1984,0.52
Narendra Modi,persons drown mandate,0.5172
Narendra Modi,zero seats 13,0.5034
Narendra Modi,26 cent,0.4727
Narendra Modi,teesri baar,0.4585
Narendra Modi,balak buddhi means,0.4484
Narendra Modi,venom south,0.4393
Narendra Modi,ble time,0.4322
Narendra Modi,thrives cost,0.4125
Narendra Modi,infation time nehru,0.7183
Narendra Modi,america affects price,0.603
Narendra Modi,speeches poor,0.5965
Narendra Modi,poverty 2013 know,0.5742
Narendra Modi,said 17 counted,0.5202
Narendra Modi,moral mental qualities,0.5141
Narendra Modi,class right removed,0.4976
Narendra Modi,sindhis punjabis pathans,0.4955
Narendra Modi,kboj national heritage,0.4832
Narendra Modi,bear poor trapped,0.4818
Narendra Modi,fort hon,0.4375
Narendra Modi,door coach lines,0.4305
Narendra Modi,garibi hatao,1.2544
Narendra Modi,ble issues,0.3892
Narendra Modi,resorted definition alibi,0.3856
Narendra Modi,spreading anarchy speak,0.7112
Narendra Modi,prosperity unfortunate,0.6325
Narendra Modi,caste war narratives,0.5821
Narendra Modi,statements supreme court,0.5517
Narendra Modi,nominating parliamentary,0.5202
Narendra Modi,khatakhat diwas july,0.5189
Narendra Modi,poll promises economic,0.5145
Narendra Modi,obc thieves apologize,0.4775
Narendra Modi,500 month mothers,0.8815
Narendra Modi,result misleading,0.4444
Narendra Modi,akhileshji,0.4141
Narendra Modi,largest murderer accused,0.36
Narendra Modi,jbutbai chabena,0.3548
Narendra Modi,child kept crying,0.3433
Narendra Modi,lies spread regarding,0.7204
Narendra Modi,ambedkar expressed,0.6136
Narendra Modi,scheduled castes annoyed,1.1894
Narendra Modi,election 344 celebrated,0.543
Narendra Modi,humility important,0.5394
Narendra Modi,regarding evms constitution,0.5392
Narendra Modi,sons sacrificed independence,0.5309
Narendra Modi,khatakhat,0.488
Narendra Modi,rafale hal lic,0.4737
Narendra Modi,cabinet resigned,0.4676
Narendra Modi,babu jagjivan ram,0.4428
Narendra Modi,1st checking bank,0.4399
Narendra Modi,ble toppling,0.4305
Narendra Modi,ss sssso,0.3722
Narendra Modi,babasaheb ambedkar expressed,0.7207
Narendra Modi,conspiracy hatched falsely,0.5554
Narendra Modi,lose election,0.5517
Narendra Modi,book cost jagjivan,0.5308
Narendra Modi,longest reservations available,0.5231
Narendra Modi,god exists,0.5041
Narendra Modi,did independence military,0.4924
Narendra Modi,wounding hearts 140,0.4791
Narendra Modi,eminent personalities chicago,0.4648
Narendra Modi,ble vehemently opposed,0.4623
Narendra Modi,sitaram kesari,0.4518
Narendra Modi,kali symbol shakti,0.4184
Narendra Modi,terrorism allies compare,0.4073
Narendra Modi,dengue malaria words,0.3955
Narendra Modi,reform defence sector,0.7172
Narendra Modi,hindu society think,0.6613
Narendra Modi,cds post,0.6352
Narendra Modi,morale soldiers greatest,0.5651
Narendra Modi,implemented elections came,0.5528
Narendra Modi,ble national security,0.5368
Narendra Modi,lies conspiring undermine,0.5162
Narendra Modi,silent regard 66,0.508
Narendra Modi,officers earmarking 500,0.5074
Narendra Modi,shifting techniques significant,0.5073
Narendra Modi,did bulletproof jackets,0.4669
Narendra Modi,jets mocking military,0.4596
Narendra Modi,enjoyed aying,0.4395
Narendra Modi,implemented rank pension,0.6674
Narendra Modi,arrests case neet,0.627
Narendra Modi,economy world independence,0.5817
Narendra Modi,19 thousand given,0.5692
Narendra Modi,10 nda biggest,0.5585
Narendra Modi,supreme court said,0.5335
Narendra Modi,youth spared,0.5282
Narendra Modi,warming taken responsibility,0.5117
Narendra Modi,green hydrogen vehicles,0.4902
Narendra Modi,forces attacking democracy,0.4899
Narendra Modi,seriously consider sentiment,0.4745
Narendra Modi,cast doubt progress,0.4743
Narendra Modi,leaks like,0.413
Narendra Modi,ble helping,0.4052
Narendra Modi,court states effortor,0.6639
Narendra Modi,eco conspiracy,0.6391
Narendra Modi,modi afraid,1.2543000000000002
Narendra Modi,nipped bud quote,0.5579
Narendra Modi,vigilant forces hon,0.5274
Narendra Modi,seriously consider,0.5158
Narendra Modi,reforms steps reforms,0.5046
Narendra Modi,2014 major nurtured,0.4912
Narendra Modi,attract foreign investment,0.4875
Narendra Modi,stampede hathras,0.4841
Narendra Modi,354 jobs let,0.4497
Narendra Modi,ble compete nda,0.4481
Narendra Modi,gati meaning path,0.4459
Narendra Modi,gehna karmano,0.3914
Narendra Modi,mps future thanking,0.6895
Narendra Modi,president words source,0.6305
Narendra Modi,saheb ambedkar facilitated,0.6141
Narendra Modi,rajyasabha 3rd,0.592
Narendra Modi,albeit heavy heart,0.5658
Narendra Modi,nation election rejected,0.5521
Narendra Modi,decision 355 mandate,0.5488
Narendra Modi,strength low chair,0.5223
Narendra Modi,did waver resolve,0.5039
Narendra Modi,sarpanch village,1.0117
Narendra Modi,358 days observed,0.4872
Narendra Modi,falsehood,0.4832
Narendra Modi,75th anniversary making,0.4396
Narendra Modi,ble entering,0.4194
Narendra Modi,constitution day 360,0.7349
Narendra Modi,ambedkar facilitated,0.6088
Narendra Modi,families held political,0.5768
Narendra Modi,words areimmensely valuabletous,0.5543
Narendra Modi,just compilation articles,0.5404
Narendra Modi,spirit purpose,0.5121
Narendra Modi,festival nationwide raise,0.5112
Narendra Modi,poor 362 poverty,0.4874
Narendra Modi,tous baba,0.477
Narendra Modi,economy fifth place,0.463
Narendra Modi,schools colleges want,0.4519
Narendra Modi,difficult period corona,0.4164
Narendra Modi,aware successfully upgraded,0.4067
Narendra Modi,pilotor remote control,0.3643
Narendra Modi,crucial fight poverty,0.6649
Narendra Modi,good governance aim,0.6627
Narendra Modi,pillars journey pillars,0.6091
Narendra Modi,policies expansion kisan,0.583
Narendra Modi,largest economy world,1.1246
Narendra Modi,era era,0.5623
Narendra Modi,detailed views,0.5101
Narendra Modi,confident emerge victorious,0.4998
Narendra Modi,000 loan,0.4907
Narendra Modi,startups tier,0.4839
Narendra Modi,sports education innovation,0.4704
Narendra Modi,ble journey smaller,0.453
Narendra Modi,women 66,0.4503
Narendra Modi,farmers exaggerated claims,0.4247
Narendra Modi,credit card changed,0.3086
Narendra Modi,farmers needed support,0.7181
Narendra Modi,politics 368 hon,0.6261
Narendra Modi,yojana,0.6227
Narendra Modi,mantri kisan,0.5943
Narendra Modi,prices msp,0.5387
Narendra Modi,fertilizers highest history,0.5263
Narendra Modi,times financial,0.5225
Narendra Modi,falsehoods lack,0.4793
Narendra Modi,neglect harassment enacted,0.4736
Narendra Modi,ble motto sabka,0.4728
Narendra Modi,understand frustration,0.4584
Narendra Modi,term pvtg,0.4404
Narendra Modi,divyang brothers sisters,0.4356
Narendra Modi,creating large number,0.4321
Narendra Modi,transgenders padma awards,0.3759
Narendra Modi,indians words quotation,0.7144
Narendra Modi,national heritage,0.6433
Narendra Modi,hurt tamil sentiment,0.6092
Narendra Modi,age ends soul,0.5628
Narendra Modi,left policy divide,0.5023
Narendra Modi,fighter subramania bharathi,0.4537
Narendra Modi,waiting news cds,0.4412
Narendra Modi,upaadina,0.4408
Narendra Modi,abba svarnimdesbbamaara,0.4382
Narendra Modi,noole parmisaee,0.4376
Narendra Modi,brothers sisters stood,0.4252
Narendra Modi,airport tamil nadu,0.4203
Narendra Modi,yama lee gal,0.4124
Narendra Modi,able stop process,0.3257
Narendra Modi,helicopter crash south,0.286
Narendra Modi,cared backward community,0.7123
Narendra Modi,pm janman yojana,1.276
Narendra Modi,vishwakarma,1.1429
Narendra Modi,matters politics takes,0.5561
Narendra Modi,yesterday passionately highlighted,0.5516
Narendra Modi,sn integrity street,0.5414
Narendra Modi,banks nationalized promises,0.5319
Narendra Modi,370 successful entrepreneurs,0.5121
Narendra Modi,gas connections pregnancy,0.4905
Narendra Modi,sisters lakhpati,0.4837
Narendra Modi,calls pilot didi,0.4722
Narendra Modi,videos instead,0.9513
Narendra Modi,woman publicly assaulted,0.4249
Narendra Modi,led appears lacking,0.424
Narendra Modi,sensitive matters politics,0.7244
Narendra Modi,leaders remained silent,0.5601
Narendra Modi,suffering mothers sisters,0.5499
Narendra Modi,dalitor backward communities,0.5378
Narendra Modi,shinde nominated,0.5024
Narendra Modi,assaulted street bystanders,0.4976
Narendra Modi,meira kumar,0.4966
Narendra Modi,reason happiness,0.4905
Narendra Modi,investors worldwide time,0.4864
Narendra Modi,sandeshkhali,0.4791
Narendra Modi,kharge,0.4553
Narendra Modi,ram nath kovind,0.9722
Narendra Modi,resoundingly,0.4454
Narendra Modi,resoundingly issue restore,0.3285
Narendra Modi,ousted defending constitution,0.7374
Narendra Modi,debates dialogue benefit,0.5757
Narendra Modi,ji served cabinet,0.538
Narendra Modi,slogans like indira,0.5338
Narendra Modi,jayaprakash narayan,0.5236
Narendra Modi,firsthand atrocities 374,0.5171
Narendra Modi,kharge ji makes,0.5142
Narendra Modi,breach protocol prioritize,0.5048
Narendra Modi,yesterday era,0.9708
Narendra Modi,minorities muzaffarnagar,0.4764
Narendra Modi,nac oversee office,0.4684
Narendra Modi,success rate dismal,0.4482
Narendra Modi,38th 39th,0.4409
Narendra Modi,turkman gate,0.3713
Narendra Modi,control remote,0.3609
Narendra Modi,justifying dictatorship,0.7507
Narendra Modi,modi parties,0.6249
Narendra Modi,aap scams true,0.6151
Narendra Modi,kerala leaders appeal,0.5565
Narendra Modi,mulayam singh ji,1.0261
Narendra Modi,cbi investigate imprison,0.4876
Narendra Modi,said 2013 mentioning,0.4857
Narendra Modi,sacred duty elected,0.4737
Narendra Modi,termite weakened,0.4621
Narendra Modi,377 instead resort,0.4595
Narendra Modi,gleefully pose,0.404
Narendra Modi,aandolan,0.4037
Narendra Modi,chhattisgarh liquor,0.403
Narendra Modi,ble period number,0.3929
Narendra Modi,corruption sake victory,0.7091
Narendra Modi,misuse agencies hon,0.6262
Narendra Modi,upa living,0.624
Narendra Modi,need proof recent,0.5893
Narendra Modi,world largest welfare,0.5742
Narendra Modi,president hoping,0.5412
Narendra Modi,2014 objective launched,0.5177
Narendra Modi,kalyan yojna,0.5062
Narendra Modi,1988 enacted laws,0.5
Narendra Modi,shutdowns strikes,0.4971
Narendra Modi,improvements trust,0.4822
Narendra Modi,terrorism separatism jammu,0.4771
Narendra Modi,ble decades,0.4723
Narendra Modi,garib,0.4645
Narendra Modi,immensely inspiring,0.4155
Narendra Modi,north east efforts,0.7272
Narendra Modi,cultural exchanges say,0.5789
Narendra Modi,generation expedited unprecedented,0.5442
Narendra Modi,manipur small state,0.5425
Narendra Modi,99 383 hon,0.5372
Narendra Modi,terms rail tourism,0.5214
Narendra Modi,500 arrests hon,0.5199
